﻿"Dispositivo ";"Tipo de Vehículo";"Marca/ Modelo";Matrícula;Teléfono;IMEI;IMSI;"Núm. de serie ";"Firmware ";Hardware;Modelo;"Ver. modelo";"Tacho model";"Estado ";Instalado;"Operador ";"Estado Sim";CLIENTE;Monitor;"Datos perdidos"
28242228;Coche;"Mitsuhishi  L200";7792HBB;+467191205897350;350317179132307;;1130332409;03.27.12;;TELTONIKA;FMB003;;"Coche ";"03.01.2024 12:11";"Vodafone Spain->Spain";Activa;EUROFOR;OK;"6min "
28242232;Coche;"Jeep Renegade";3830KDJ;+467191205897354;350612076072691;;1132231289;03.27.12;;TELTONIKA;FMB003;;"Coche ";"03.01.2024 12:43";"Vodafone Spain->Spain";Activa;EUROFOR;OK;"5min "
28242247;Coche;"Toyota Hilux";3762HTN;+467191205897349;350612078553441;;1132562498;03.27.12;;TELTONIKA;FMB003;;"Coche ";"03.01.2024 12:33";"Orange Espagne S.A.U->Spain";Activa;EUROFOR;OK;"1min "
28275229;Coche;"OPEL MOVANO";2836KMJ;+467191205897346;352016706993391;;1135331689;03.27.12;;TELTONIKA;FMB003;;"Coche ";"07.02.2024 13:11";"Telefónica Móviles España->Spain";Activa;AIRCOMCR;OK;"6min "
28275232;Coche;"CITROEN JUMPY";7814MRB;+467191205897332;352592570818609;;1136331582;03.27.12;;TELTONIKA;FMB003;;"Coche ";"28.06.2024 10:03";"Vodafone Spain->Spain";Activa;AIRCOMCR;OK;"5min "
28275240;Coche;"OPEL MOVANO";5619LNT;+467191205897353;352592570821363;;1136335311;03.27.12;;TELTONIKA;FMB003;;"Coche ";"07.02.2024 13:20";"Telefónica Móviles España->Spain";Activa;AIRCOMCR;OK;"2min "
28275241;Coche;"Nissan Primastar";0581GRL;+467191205897356;352592570821512;;1136335313;03.27.12;;TELTONIKA;FMB003;;"Coche ";"03.01.2024 12:23";"Vodafone Spain->Spain";Activa;EUROFOR;OK;"4min "
28275242;Coche;"Toyota Hilux";2998JFJ;+467191205897348;352592570821504;;1136335318;03.27.12;;TELTONIKA;FMB003;;"Coche ";"03.01.2024 13:04";"Telefónica Móviles España->Spain";Activa;EUROFOR;OK;"3min "
28278015;Coche;"VOLKSWAGEN AMAROK";0889JWC;+467191205854618;350424069914800;;1124924694;03.27.12;;TELTONIKA;FMB003;;"Coche ";"01.12.2023 13:43";"Vodafone Spain->Spain";Activa;EUROFOR;NODATA;"169d 19h 52min "
28295616;Coche;"OPEL MOVANO";9174JST;+467191205854644;350544506175218;247012500144626;1126295671;03.27.12;;TELTONIKA;FMB003;;"Coche ";"07.02.2024 13:29";"Telefónica Móviles España->Spain";Activa;AIRCOMCR;OK;"4min "
28295617;Coche;"RENAULT MASTER";2118LDD;+467191205854603;352625694367168;;1113600499;03.27.12;;TELTONIKA;FMB003;;"Coche ";"07.02.2024 13:36";"Vodafone Spain->Spain";Activa;AIRCOMCR;OK;"5min "
28316297;Coche;"FORD TRANSIT CONNECT";8568LSG;+467191207972845;864636066199502;;1139797321;03.28.03;;TELTONIKA;FMC003;;"Coche ";"05.06.2024 10:21";"Telefónica Móviles España->Spain";Activa;"EGACLIMA 2012";OK;-
28316298;Coche;"FORD TRANSIT CURRIER";2227KFD;+467191207972881;864636066230471;;1139798681;03.28.03;;TELTONIKA;FMC003;;"Coche ";"05.06.2024 10:35";"Telefónica Móviles España->Spain";Activa;"EGACLIMA 2012";OK;"4min "
28316300;Coche;"RENAULT	EXPRESS CONFORT";4238MMX;+467191207972844;864636066228186;;1139798684;03.28.03;;TELTONIKA;FMC003;;"Coche ";"13.06.2024 13:30";"Telefónica Móviles España->Spain";Activa;IMD;OK;"1min "
28316301;Coche;"RENAULT	EXPRESS CONFORT";2585LSD;+467191207972890;864636066290566;;1139800914;03.28.03;;TELTONIKA;FMC003;;"Coche ";"13.06.2024 13:10";;Activa;IMD;NODATA;"64d 4h 54min "
28316302;Coche;"DACIA DOKKER";3182KTG;+467191207972889;864636066290574;;1139800916;03.28.03;;TELTONIKA;FMC003;;"Coche ";"13.06.2024 12:59";;Activa;IMD;NODATA;"64d 4h 47min "
28316303;Coche;"RENAULT EXPRES";0087LYT;+467191207972854;864636066290608;;1139800917;03.28.03;;TELTONIKA;FMC003;;"Coche ";"05.06.2024 10:38";"Vodafone Spain->Spain";Activa;"EGACLIMA 2012";OK;"7min "
28316306;Coche;"RENAULT	EXPRESS CONFORT";0664MKL;+467191207972848;864636066289899;;1139800948;03.28.03;;TELTONIKA;FMC003;;"Coche ";"13.06.2024 13:32";;Activa;IMD;NODATA;"64d 6h 19min "
28316307;Coche;"RENAULT	CLIO";5348JMF;+467191207972849;864636066291234;;1139800989;03.28.03;;TELTONIKA;FMC003;;"Coche ";"13.06.2024 13:36";;Activa;IMD;NODATA;"64d 6h 26min "
28316308;Coche;"FORD TRANSIT COURIER";0586MFC;+467191207972850;864636066313137;;1139803754;03.28.03;;TELTONIKA;FMC003;;"Coche ";"05.06.2024 10:26";"Orange Espagne S.A.U->Spain";Activa;"EGACLIMA 2012";NODATA;"14d 2h 52min "
28316309;Coche;"FORD TRANSIT COURIER";7854KGS;+467191207972891;864636066268141;;1139807028;03.28.03;;TELTONIKA;FMC003;;"Coche ";"05.06.2024 10:09";"Vodafone Spain->Spain";Activa;"EGACLIMA 2012";"NODATA (NOPOWER)";"22h 42min "
28316310;Coche;"RENAULT	KANGOO";5770HGT;+467191207972847;864636066319282;;1139810209;03.28.03;;TELTONIKA;FMC003;;"Coche ";"13.06.2024 13:26";;Activa;IMD;NODATA;"64d 6h 10min "
28316311;Coche;"RENAULT	TRANSIT COURIER";3442MFC;+467191207972846;864636066318300;;1139810276;03.28.03;;TELTONIKA;FMC003;;"Coche ";"05.06.2024 10:30";"Telefónica Móviles España->Spain";Activa;"EGACLIMA 2012";NODATA;"30d 1h 26min "
28316312;Coche;"FORD TRANSIT CONNET";7515JXJ;+467191207972892;864636066319357;;1139810358;03.28.03;;TELTONIKA;FMC003;;"Coche ";"05.06.2024 10:15";"Orange Espagne S.A.U->Spain";Activa;"EGACLIMA 2012";NODATA;"5d 19h 11min "
28316313;Coche;"CITROEN	NEMO";4906HDV;+467191207972852;864636066320488;;1139810361;03.28.03;;TELTONIKA;FMC003;;"Coche ";"13.06.2024 12:47";;Activa;IMD;NODATA;"64d 6h 37min "
28316314;Coche;"RENAULT	TRAFIC FURGON";1008LYH;+467191207972893;864636066319365;;1139810363;03.28.03;;TELTONIKA;FMC003;;"Coche ";"13.06.2024 13:21";;Activa;IMD;NODATA;"64d 5h 20min "
28316315;Coche;"RENAULT	TRAFIC";9773MMK;+467191207972853;864636066254554;;1139812879;03.28.03;;TELTONIKA;FMC003;;"Coche ";"05.06.2024 10:04";"Telefónica Móviles España->Spain";Activa;"EGACLIMA 2012";OK;"1min "
28316316;Coche;"RENAULT	KANGOO";5464HNS;+467191207972869;864636066254687;;1139812880;03.28.03;;TELTONIKA;FMC003;;"Coche ";"13.06.2024 13:24";;Activa;IMD;NODATA;"64d 5h 28min "
28316340;Coche;"TOYOTA PROACE";ANDRE-8315MKK;+467191207972877;864636065217446;;1139800613;03.28.03;;TELTONIKA;FMC003;;"Coche ";"04.06.2024 15:12";"Vodafone Spain->Spain";Activa;ODEFRI;OK;"5min "
28316345;Coche;"FIAT	DOBLO";1682MCC;+467191207972879;864636066291226;;1139800987;03.28.03;;TELTONIKA;FMC003;;"Coche ";"13.06.2024 12:55";;Activa;IMD;NODATA;"65d 4h 40min "
28316348;Coche;"RENAULT	CLIO";1095GMT;+467191207972876;864636066229929;;1139801029;03.28.03;;TELTONIKA;FMC003;;"Coche ";"13.06.2024 12:50";"Telefónica Móviles España->Spain";Activa;IMD;OK;"6min "
28316351;Coche;"TOYOTA PROACE";DAMIAN-8312MKK;+467191207972878;864636066219490;;1139801057;03.28.03;;TELTONIKA;FMC003;;"Coche ";"04.06.2024 15:06";"NOS Comunicações->Portugal";Activa;ODEFRI;OK;-
28316353;Coche;"RENAULT	TRAFIC FURGON";2568LSD;+467191207972875;864636066219565;;1139801059;03.28.03;;TELTONIKA;FMC003;;"Coche ";"13.06.2024 13:07";;Activa;IMD;NODATA;"65d 4h 22min "
28317813;Coche;"CITROEN JUMPY";"DAVID R.-6373LLV";+467191207972868;864636066324860;;1139796854;03.28.03;;TELTONIKA;FMC003;;"Coche ";"04.06.2024 15:20";"Orange Espagne S.A.U->Spain";Activa;ODEFRI;OK;"3min "
28317814;Coche;"RENAULT	EXPRESS CONFORT";3976LTB;+467191207972883;864636066320355;;1139796870;03.28.03;;TELTONIKA;FMC003;;"Coche ";"13.06.2024 13:17";;Activa;IMD;NODATA;"64d 7h 38min "
28317817;Coche;"TOYOTA PROACE";"ABEL- 8555MKR";+467191207972866;864636066324498;;1139796998;03.28.03;;TELTONIKA;FMC003;;"Coche ";"04.06.2024 15:17";"Telefónica Móviles España->Spain";Activa;ODEFRI;OK;"1min "
28317818;Coche;"TOYOTA PROACE";"RICARDO -7703MKR";+467191207972884;864636066319860;;1139796999;03.28.03;;TELTONIKA;FMC003;;"Coche ";"04.06.2024 14:43";"Telefónica Móviles España->Spain";Activa;ODEFRI;OK;"3min "
28317820;Coche;"CITROEN JUMPY";MONCHO-2141MJT;+467191207972873;864636066293867;;1139809055;03.28.03;;TELTONIKA;FMC003;;"Coche ";"04.06.2024 15:36";"Orange Espagne S.A.U->Spain";Activa;ODEFRI;OK;"6min "
28317823;Coche;"TOYOTA PROACE";"ADRIAN - 7709MKR";+467191207972870;864636066310687;;1139809597;03.28.03;;TELTONIKA;FMC003;;"Coche ";"04.06.2024 14:49";"Telefónica Móviles España->Spain";Activa;ODEFRI;"OK (NOGPS)";"1min "
28317824;Coche;"TOYOTA PROACE";MARCOS-8303MKK;+467191207972872;864636066318631;;1139809964;03.28.03;;TELTONIKA;FMC003;;"Coche ";"04.06.2024 15:02";"Vodafone Spain->Spain";Activa;ODEFRI;OK;-
28317825;Coche;"TOYOTA PROACE";VICENTE-7701MKR;+467191207972882;864636066318573;;1139809968;03.28.03;;TELTONIKA;FMC003;;"Coche ";"04.06.2024 14:37";"Vodafone Spain->Spain";Activa;ODEFRI;OK;"5min "
28317826;Coche;"RENAULT	EXPRESS CONFORT";4252MMX;+467191207972867;864636066310752;;1139809970;;;TELTONIKA;FMC003;;"Coche ";"13.06.2024 13:37";;Activa;IMD;NODATA;"65d 2h 24min "
28317827;Coche;"TOYOTA PROACE";CARLOS-8298MKK;+467191207972871;864636066310745;;1139809971;03.28.03;;TELTONIKA;FMC003;;"Coche ";"04.06.2024 14:55";"Telefónica Móviles España->Spain";Activa;ODEFRI;OK;"7min "
28317828;Coche;"CITROEN JUMPY";MARIANO-8885KVN;+467191207972874;864636066262995;;1139810827;03.28.03;;TELTONIKA;FMC003;;"Coche ";"04.06.2024 15:31";"Telefónica Móviles España->Spain";Activa;ODEFRI;OK;-
