﻿"Dispositivo ";"Tipo de Vehículo";"Marca/ Modelo";Matrícula;Teléfono;IMEI;IMSI;"Núm. de serie ";"Firmware ";Hardware;Modelo;"Ver. modelo";"Tacho model";"Estado ";Instalado;"Operador ";"Estado Sim";CLIENTE;Monitor;"Datos perdidos"
27981685;Coche;RENAULT;3081GZL;+37127302370;358480083919441;;1103340649;03.25.05;;TELTONIKA;FMB120;;"Coche ";"30.01.2020 16:01";;Activa;"ANTONIO FERREIRA MACHADO";OK;-
27981705;Coche;"SCANIA JUAN ANT";2379KLL;+37128624290;358480083824294;;1103340523;03.25.05;;TELTONIKA;FMB120;;"Coche ";"30.01.2020 15:28";;Anulada;"TRANSPORTES ROBERTO VIVANCOS S.L.";"NODATA (NOPOWER)";"765d 1h 57min "
27988169;Coche;DAF;B130TKR;+37122014317;359632106113472;;1104925507;03.25.14;;TELTONIKA;FMB920;;"Coche ";"24.02.2020 16:01";;Activa;"TONIKAR S.R.L";"NODATA (NOPOWER)";"508d 21h 36min "
27988170;Coche;RENAULT;1415MHJ;+37128657156;359632104156374;;1104905825;03.25.14;;TELTONIKA;FMB920;;"Coche ";"17.02.2020 13:45";;Activa;"TONIKAR S.R.L";"NODATA (SHIP)";"4h 41min "
27988172;Coche;MAN;B30TKR;+37126687334;359632104017279;;1104905833;03.25.14;;TELTONIKA;FMB920;;"Coche ";"17.02.2020 13:27";;Activa;"TONIKAR S.R.L";"NODATA (NOPOWER)";"476d 3h 59min "
27988174;Coche;VEHICULO;0130KBM;+37122012874;359632106112730;;1104907104;03.25.14;;TELTONIKA;FMB920;;"Coche ";"19.07.2023 17:07";;Activa;"LOG. Y TRANS. DAVSON SL";OK;"3min "
27988175;Coche;"OPRIT PARCARE";6786HDW;+37125438649;359632104186405;;1104905822;03.25.14;;TELTONIKA;FMB920;;"Coche ";"24.02.2020 17:17";;Activa;"DICOSTA SCCL";NODATA;"197d 3h 2min "
27988177;Coche;MAN;B31TKR;+37128691301;359632106272054;;1104881968;03.25.14;;TELTONIKA;FMB920;;"Coche ";"17.02.2020 13:28";;Activa;"TONIKAR S.R.L";"NODATA (SHIP)";"4h 57min "
27988178;Coche;MAN;2962HMB;+37126144496;359632106113555;;1104925504;03.25.14;;TELTONIKA;FMB920;;"Coche ";"14.06.2021 12:52";;Activa;"TONIKAR S.R.L";"NODATA (NOPOWER)";"258d 22h 59min "
27988179;Coche;;2587MMD;+37128641257;359632104017295;;1104905823;03.25.14;;TELTONIKA;FMB920;;"Coche ";"20.12.2023 17:23";;Activa;"ROMAN RAI";OK;"1min "
27988180;Coche;DAF;B131TKR;+37128367435;359632106123257;;1104881554;03.25.14;;TELTONIKA;FMB920;;"Coche ";"24.02.2020 16:02";;Activa;"TONIKAR S.R.L";"NODATA (NOPOWER)";"508d 23h 45min "
27988181;Coche;SCANIA;4188GZM;+37126146041;359632106113514;;1104925506;03.25.14;;TELTONIKA;FMB920;;"Coche ";"24.02.2020 17:16";;Activa;"DICOSTA SCCL";OK;"4min "
27988182;Coche;MAN;B24TKR;+37126129173;359632106123372;;1104881543;03.25.14;;TELTONIKA;FMB920;;"Coche ";"17.02.2020 13:33";;Activa;"TONIKAR S.R.L";"NODATA (NOPOWER)";"449d 21h 34min "
27988183;Coche;DAF;B132TKR;+37125485072;359632106762831;;1104951773;03.25.14;;TELTONIKA;FMB920;;"Coche ";"24.02.2020 16:03";;Activa;"TONIKAR S.R.L";"NODATA (NOPOWER)";"506d 5h 41min "
27988185;Coche;;6927MRF;+37120202162;359632104017329;;1104905826;03.25.14;;TELTONIKA;FMB920;;"Coche ";"18.06.2024 10:01";;Activa;"RANVIER LOGISTICA SL";OK;"2min "
27988186;Coche;MAN;B19TKR;+37125471932;359632106112789;;1104907097;03.25.14;;TELTONIKA;FMB920;;"Coche ";"17.02.2020 13:48";;Activa;"TONIKAR S.R.L";OK;"4min "
27988187;Coche;MAN;B17TKR;+37125428675;359632106123265;;1104881547;03.25.14;;TELTONIKA;FMB920;;"Coche ";"17.02.2020 13:47";;Activa;"TONIKAR S.R.L";"NODATA (NOPOWER)";"5h 16min "
27988188;Coche;MAN;B114TKR;+37129356823;359632104156416;;1104905828;03.25.14;;TELTONIKA;FMB920;;"Coche ";"17.02.2020 13:49";;Activa;"TONIKAR S.R.L";"NODATA (NOPOWER)";"6d 9h 4min "
27988210;Coche;MAN;B12TKR;+37127861633;359632106436089;;1104894278;03.25.14;;TELTONIKA;FMB920;;"Coche ";"17.02.2020 13:29";;Activa;"TONIKAR S.R.L";"NODATA (NOPOWER)";"475d 23h 52min "
27988212;Coche;SCANIA;"8281 HSL";+37122048752;359632106435206;;1104894280;03.25.14;;TELTONIKA;FMB920;;"Coche ";"14.02.2020 14:29";;Activa;"LOGISTICA Y TRANSPORTES RVD SL";"NODATA (NOPOWER)";"3h 49min "
27988219;Coche;MAN;B25TKR;+37127297073;359632106438697;;1104901523;03.25.14;;TELTONIKA;FMB920;;"Coche ";"17.02.2020 13:44";;Activa;"TONIKAR S.R.L";"NODATA (NOPOWER)";"69d 1h 21min "
27988221;Coche;MAN;B32TKR;+37122028070;359632106444596;;1104901042;03.25.14;;TELTONIKA;FMB920;;"Coche ";"17.02.2020 13:30";;Activa;"TONIKAR S.R.L";"NODATA (NOPOWER)";"1d 6h 56min "
27988222;Coche;MAN;B23TKR;+37126150425;359632106444679;;1104901036;03.25.14;;TELTONIKA;FMB920;;"Coche ";"17.02.2020 13:31";;Activa;"TONIKAR S.R.L";"NODATA (NOPOWER)";"468d 48min "
27988223;Coche;SCANIA;4256GZM;+37120200175;359632106436030;;1104894276;03.25.14;;TELTONIKA;FMB920;;"Coche ";"24.02.2020 17:15";;Activa;"DICOSTA SCCL";OK;-
27988225;Coche;MAN;4273MHB;+37120277206;359632106444570;;1104901040;03.25.14;;TELTONIKA;FMB920;;"Coche ";"17.02.2020 13:32";;Activa;"TONIKAR S.R.L";"NODATA (SHIP)";"4h 29min "
27988591;Coche;DAF;B43TKR;+467191203668003;359632106518977;;1104942115;03.25.05;;TELTONIKA;FMB920;;"Coche ";"15.01.2020 16:30";;Activa;"TONIKAR S.R.L";NODATA;"156d 4h 42min "
27988600;Coche;MAN;1406HVV;+467191203668002;359632106528364;;1104933597;03.25.05;;TELTONIKA;FMB920;;"Coche ";"12.12.2019 09:59";;Activa;"AURELIAN BALASOIU";OK;"2min "
27988603;Coche;DAF;B117TKR;+467191203668009;359632106592956;;1104929716;03.25.05;;TELTONIKA;FMB920;;"Coche ";"15.01.2020 16:27";;Activa;"TONIKAR S.R.L";NODATA;"155d 3h 48min "
27988608;Coche;DAF;B33TKR;+467191203667999;359632106588343;;1104930241;03.25.05;;TELTONIKA;FMB920;;"Coche ";"15.01.2020 16:29";;Activa;"TONIKAR S.R.L";"NODATA (NOPOWER)";"153d 21h 22min "
27988611;Coche;;"1059 HZR";+467191203668052;359632107658459;;1105026885;03.25.05;;TELTONIKA;FMB920;;"Coche ";"15.01.2020 16:09";;Activa;"LOGISTICA Y TRANSPORTES RVD SL";OK;"2min "
27988626;Coche;MAN;3324JWM;+467191203668058;359632107658830;;1105026741;03.25.05;;TELTONIKA;FMB920;;"Coche ";"12.12.2019 13:34";;Activa;"AURELIAN BALASOIU";OK;"1min "
27988633;Coche;;6569JWV;+467191203668032;359632107630276;;1105026365;03.25.05;;TELTONIKA;FMB920;;"Coche ";"14.11.2023 09:18";;Activa;"MOLDOTRANS & ZAICAR TRANSPORTES Y REPARACIONES EXPRESS SL";OK;"1min "
27988650;Coche;MAN;0760JRD;+467191203668036;359632106654673;;1104880972;03.25.05;;TELTONIKA;FMB920;;"Coche ";"27.08.2020 16:16";;Activa;"AURELIAN BALASOIU";OK;"4min "
27988672;Coche;DAF;B116TKR;+467191203668017;359632107186964;;1105021482;03.25.05;;TELTONIKA;FMB920;;"Coche ";"15.01.2020 16:26";;Activa;"TONIKAR S.R.L";NODATA;"156d 2h 11min "
27988684;Coche;DAF;B115TKR;+467191203668027;359632107654334;;1105044316;03.25.05;;TELTONIKA;FMB920;;"Coche ";"15.01.2020 16:25";;Activa;"TONIKAR S.R.L";"NODATA (NOPOWER)";"156d 2h 5min "
27988685;Coche;DAF;B44TKR;+467191203668028;359632107173335;;1105026498;03.25.05;;TELTONIKA;FMB920;;"Coche ";"15.01.2020 16:31";;Activa;"TONIKAR S.R.L";"NODATA (NOPOWER)";"155d 23h 47min "
27989650;Coche;MAN;7698JJJ;+467191203668088;359632105073313;;1104846712;03.25.05;;TELTONIKA;FMB120;;"Coche ";"30.01.2020 15:50";;Activa;"JOSE JESUS VALDIVIA 2016 SL";NODATA;"1696d 3h 35min "
27989671;Coche;CAMION;8010JTM;+467191203667830;359632105062472;;1104655222;03.25.05;;TELTONIKA;FMB120;;"Coche ";"30.01.2020 15:58";;Activa;"ANTONIO FERREIRA MACHADO";OK;-
27992966;Coche;RENAULT;1310JHM;+37129475852;359632107752450;;1104999998;00.03.65;;TELTONIKA;FMB640;;"Coche ";"15.07.2020 18:39";;Activa;"AERO-FERR NORTE, SA";NODATA;"1d 2h 35min "
27992968;Coche;MERCEDES;0616KLD;+37128636660;359632107481043;;1104994562;00.03.65;;TELTONIKA;FMB640;;"Coche ";"15.07.2020 18:41";;Activa;"AERO-FERR NORTE, SA";OK;"5min "
27992969;Coche;MERCEDES;9971KKY;+37120240797;359632107480946;;1104994560;00.03.65;;TELTONIKA;FMB640;;"Coche ";"15.07.2020 18:38";;Activa;"AERO-FERR NORTE, SA";OK;"3min "
27992970;Coche;IVECO;"6809 JKX";+37129215963;359632107695444;;1104998635;00.03.65;;TELTONIKA;FMB640;;"Coche ";"18.11.2020 10:33";;Activa;"SOCIEDAD NIJARENA DE TRANSPORTES SLL";NODATA;"1605d 6h 46min "
27994186;Coche;SCANIA;R3036BCN;+37128014569;359632108973659;;1105473147;03.25.14;;TELTONIKA;FMB920;;"Coche ";"27.08.2020 15:38";;Activa;"TRANS GARLOSAR, S.L.L.";OK;"4min "
27994191;Coche;VEHICULO;5256LHM;+37126611383;359632109027018;;1105474926;03.25.14;;TELTONIKA;FMB920;;"Coche ";"19.07.2023 16:05";;Activa;"LOGISTICA Y TRANSPORTES RVD SL";"NODATA (NOPOWER)";"76d 3h 49min "
27994193;Coche;RENAULT;2392LWS;+37129366474;359632109027042;;1105474931;03.25.14;;TELTONIKA;FMB920;;"Coche ";"02.03.2020 16:22";;Activa;"TONIKAR S.R.L";"NODATA (NOPOWER)";"1d 4h 9min "
27994194;Coche;"SKODA FABIA";3822LGJ;+37125675278;359632109026994;;1105474929;03.25.14;;TELTONIKA;FMB920;;"Coche ";"25.08.2020 15:41";;Activa;"TALLERES COBALSA, S.L.";OK;"7min "
27994197;Coche;RENAULT;5698LWR;+37128382595;359632108991545;;1105476571;03.25.14;;TELTONIKA;FMB920;;"Coche ";"02.03.2020 16:25";;Activa;"TONIKAR S.R.L";OK;-
27994200;Coche;CAMION;4869KSY;+37127293407;359632108407435;;1105479059;03.25.14;;TELTONIKA;FMB920;;"Coche ";"30.11.2020 11:50";;Inactivo;"LOGISTICA ELATRANS SL";"NODATA (NOPOWER)";"701d 20h 25min "
27994201;Coche;VEHICULO;5757lLBS;+37120200996;359632108622009;;1105479488;03.25.14;;TELTONIKA;FMB920;;"Coche ";"19.04.2023 12:40";;Activa;"TONIKAR S.R.L";"NODATA (NOPOWER)";"531d 2h 19min "
27994248;Coche;VOLVO;R6820BCZ;+37125730707;359632108447977;;1105479050;03.25.14;;TELTONIKA;FMB920;;"Coche ";"27.08.2020 15:36";;Activa;"TRANS GARLOSAR, S.L.L.";"NODATA (NOPOWER)";"35d 5h 40min "
27994249;Coche;VEHICULO;7689MBB;+37126695427;359632108399384;;1105479022;03.25.14;;TELTONIKA;FMB920;;"Coche ";"20.07.2023 12:49";;Activa;"TRANS. NEMI SL";"NODATA (NOPOWER)";"21h 19min "
27994258;Coche;VEHICULO;5942KHB;+37125668730;359632108458511;;1105490521;03.25.14;;TELTONIKA;FMB920;;"Coche ";"19.07.2023 16:08";;Activa;"LOGISTICA Y TRANSPORTES RVD SL";"NODATA (NOPOWER)";"8d 17h 11min "
27995657;Coche;VEHICULO;20881-B40;+467191025405318;359633100086771;247012500133991;1105570767;03.27.07;;TELTONIKA;FMB920;;"Coche ";"31.01.2024 14:12";"Telefónica Móviles España->Spain";Activa;"MARAY LOGISTICA SL";"NODATA (NOPOWER)";"117d 2h 19min "
27995800;Coche;"VW Crafter";8837-JJL;+37129497392;359633101180946;;1105896076;03.25.15;;TELTONIKA;FMB920;;"Coche ";"22.09.2020 11:31";;Activa;"PROYECTO EVO EXPRESS, S.L";OK;-
27995801;Coche;SCANIA;4632LHJ;+37120215996;359633101144470;;1105895957;03.25.15;;TELTONIKA;FMB920;;"Coche ";"16.07.2020 16:11";;Activa;"RANVIER LOGISTICA SL";OK;-
27995806;Coche;DAF;2177FZK;+37126187076;359633101181753;;1105896162;03.25.15;;TELTONIKA;FMB920;;"Coche ";"18.11.2020 10:06";;Activa;"JULIAN TORRENTE NAVARRETE";"NODATA (NOPOWER)";"748d 19h 45min "
27995849;Coche;CAMION;2828LMS;+37125465132;359633101144835;;1105896295;03.25.15;;TELTONIKA;FMB920;;"Coche ";"30.09.2020 10:46";;Activa;"GR TRANSPORTES 2016 SL";OK;-
27996516;Coche;DAF;3453HMN;+37125445176;359632109994498;;1105615094;03.25.15;;TELTONIKA;FMB920;;"Coche ";"18.11.2020 10:05";;Activa;"JULIAN TORRENTE NAVARRETE";NODATA;"1524d 4h 23min "
27996519;Coche;MERCEDES;9284JDC;+37122019795;359632109994605;;1105615083;03.25.15;;TELTONIKA;FMB920;;"Coche ";"30.06.2020 16:10";;Inactivo;"TRANSPORTES MIDES SXXI, S.L.";NODATA;"700d 22h 51min "
27996527;Coche;CAMION;2141MCG;+37125728794;359633100062392;;1105599637;03.25.15;;TELTONIKA;FMB920;;"Coche ";"30.09.2020 10:45";;Activa;"GR TRANSPORTES 2016 SL";OK;"4min "
27996528;Coche;"Mercedes Sprinter";7617LTD;+37126329636;359633100056311;;1105599559;03.25.15;;TELTONIKA;FMB920;;"Coche ";"22.09.2020 11:30";;Activa;"PROYECTO EVO EXPRESS, S.L";OK;-
27996725;Coche;MAN;8747GJC;+37128392750;359633100112296;;1105893202;03.25.15;;TELTONIKA;FMB920;;"Coche ";"27.08.2020 15:37";;Activa;"TRANS GARLOSAR, S.L.L.";OK;-
27996731;Coche;"SKODA FABIA";0888LGJ;+37126349750;359633100112403;;1105893198;03.25.15;;TELTONIKA;FMB920;;"Coche ";"25.08.2020 15:40";;Activa;"TALLERES COBALSA, S.L.";NODATA;"2h 4min "
27996755;Coche;VEHICULO;9650LBY;+37128635519;359633100100960;;1105884507;03.25.15;;TELTONIKA;FMB920;;"Coche ";"19.04.2023 12:40";;Activa;"TONIKAR S.R.L";"NODATA (NOPOWER)";"539d 2h 42min "
27996757;Coche;HITACHI;203;+37125770958;359633101131402;;1105884346;03.25.15;;TELTONIKA;FMB920;;"Coche ";"20.07.2022 13:08";;Activa;"TRANSPORTES DE LA CONSTRUCCION MURCIANOS, S.A.";"NODATA (NOPOWER)";"320d 16h 22min "
27996768;Coche;"BMW GS";8284MJH;+37129375526;359633100100341;;1105891337;03.25.15;;TELTONIKA;FMB920;;"Coche ";"25.08.2020 15:41";;Activa;"TALLERES COBALSA, S.L.";"NODATA (NOPOWER)";"14d 23h 16min "
27996774;Coche;CAMION;"4779 LDF";+37125768055;359632103852783;;1105567800;03.25.15;;TELTONIKA;FMB920;;"Coche ";"30.11.2020 11:51";;Desconocido;"LOGISTICA ELATRANS SL";NODATA;"700d 22h "
27996776;Coche;MAN;0139LFB;+37129452126;359632103843766;;1105589928;03.25.15;;TELTONIKA;FMB920;;"Coche ";"29.04.2020 16:31";;Activa;"MADALINA NICOLETA DINCA";"NODATA (NOPOWER)";"1090d 19h 36min "
27996784;Coche;MAN;0140LFB;+37125627701;359632103778053;;1105596899;03.25.15;;TELTONIKA;FMB920;;"Coche ";"29.04.2020 16:32";;Activa;"MADALINA NICOLETA DINCA";"NODATA (NOPOWER)";"1090d 18h 55min "
27996787;Coche;MAN;8759KSC;+37125695467;359632103778095;;1105596895;03.25.15;;TELTONIKA;FMB920;;"Coche ";"29.04.2020 16:33";;Activa;"MADALINA NICOLETA DINCA";"NODATA (NOPOWER)";"1078d 19h 38min "
27996790;Coche;"MERCEDES RAUL";8660LJH;+37127325770;359632103778103;;1105596898;03.25.15;;TELTONIKA;FMB920;;"Coche ";"10.09.2020 10:17";;Activa;"TRANSPORTES ROBERTO VIVANCOS S.L.";"NODATA (NOPOWER)";"765d 3h 3min "
27996838;Coche;VOLVO;6312JFL;+37127295625;359632102253306;;1105573288;03.25.15;;TELTONIKA;FMB920;;"Coche ";"16.04.2020 16:36";;Activa;"BAD ROADS S.L.";NODATA;"18d 8h 21min "
27996852;Coche;VOLVO;3838LFR;+37125766254;359633100039010;;1105603393;03.25.15;;TELTONIKA;FMB920;;"Coche ";"08.03.2021 15:24";;Activa;"RANVIER LOGISTICA SL";OK;-
27996867;Coche;VEHICULO;DB09TCU;+37127835899;359632102393730;;1105594913;03.25.15;;TELTONIKA;FMB920;;"Coche ";"19.04.2023 12:41";;Activa;"TONIKAR S.R.L";"NODATA (NOPOWER)";"1245d 5h 56min "
27996868;Coche;VEHICULO;2298GSH;+37125752951;359632103849045;;1105594791;03.25.15;;TELTONIKA;FMB920;;"Coche ";"19.07.2023 15:50";;Activa;"LOGISTICA Y TRANSPORTES RVD SL";"NODATA (NOPOWER)";"34d 8h 35min "
28000215;Coche;MERCEDES;8024JBG;+37127891489;359633106117455;;1106443289;00.03.65;;TELTONIKA;FMB640;1381.2010009005;"Coche ";"01.06.2020 08:54";;Desconocido;"HERCORGA TRANSPORTE SL";"NODATA (SHIP)";"701d 4h 37min "
28006991;Coche;;9228KWL;+467191025405326;354017110299522;247012500133991;1107593930;03.27.07;;TELTONIKA;FMB920;;"Coche ";"25.01.2024 13:50";"Telefónica Móviles España->Spain";Activa;"LELU TRAILER SLU";OK;-
28007019;Coche;"Volkswagen Crafter";2235KXR;+37125764922;354017110284300;;1107591143;03.25.15;;TELTONIKA;FMB920;;"Coche ";"22.09.2020 11:30";;Activa;"PROYECTO EVO EXPRESS, S.L";"NODATA (NOPOWER)";"51d 2h 30min "
28007021;Coche;OPEL;4211JHW;+37129484571;354017110284367;;1107591149;03.25.15;;TELTONIKA;FMB920;;"Coche ";"15.07.2020 18:35";;Activa;"AERO-FERR NORTE, SA";"NODATA (NOPOWER)";"574d 23h 8min "
28007024;Coche;"VW Crafter";7339JZW;+37127307337;354017110283625;;1107591263;03.25.15;;TELTONIKA;FMB920;;"Coche ";"22.09.2020 11:31";;Activa;"PROYECTO EVO EXPRESS, S.L";OK;"1min "
28007028;Coche;DAF;3657HCG;+37127312578;354017110283534;;1107591271;03.25.15;;TELTONIKA;FMB920;;"Coche ";"18.11.2020 10:07";;Activa;"JULIAN TORRENTE NAVARRETE";NODATA;"1521d 5h 39min "
28007030;Coche;VEHICULO;8282HSL;;354017110292089;;1107595221;03.25.15;;TELTONIKA;FMB920;;"Coche ";"19.07.2023 16:15";;;"LOGISTICA Y TRANSPORTES RVD SL";"NODATA (NOPOWER)";"1310d 21h 36min "
28007035;Coche;MERCEDES;1672JJX;+37125648909;354017110286628;;1107595230;03.25.15;;TELTONIKA;FMB920;;"Coche ";"30.06.2020 16:09";;Inactivo;"TRANSPORTES MIDES SXXI, S.L.";NODATA;"700d 21h 44min "
28007039;Coche;CAMION;0263LGN;+37127849585;359633107742202;;1107592461;03.25.15;;TELTONIKA;FMB920;;"Coche ";"30.09.2020 10:44";;Activa;"GR TRANSPORTES 2016 SL";"NODATA (NOPOWER)";"3h 39min "
28007040;Coche;MERCEDES;5267HZR;+37126514337;354017110402613;;1107592463;03.25.15;;TELTONIKA;FMB920;;"Coche ";"30.06.2020 16:09";;Inactivo;"TRANSPORTES MIDES SXXI, S.L.";NODATA;"700d 19h 56min "
28007054;Coche;CAMION;1148GYZ;+37126612134;354017110392558;;1107592861;03.25.15;;TELTONIKA;FMB920;;"Coche ";"30.09.2020 10:44";;Activa;"GR TRANSPORTES 2016 SL";OK;-
28007055;Coche;VOLVO;BN10HMB;+37126417543;354017110392632;;1107592863;03.25.15;;TELTONIKA;FMB920;;"Coche ";"30.09.2020 17:00";;Activa;"TRANS BUMB HERMANOS S.R.L.";OK;"2min "
28011316;Coche;"VOLVO FH13 480";"WU 9630H";+467191205334784;359633109671987;;1107878120;00.03.65;;TELTONIKA;FMB640;;"Coche ";"18.11.2020 09:36";"Orange Espagne S.A.U->Spain";Activa;"HERMANOS SHEL 2013 SL";NODATA;"812d 3h 29min "
28011317;Coche;"VOLVO 440";"WU 0598F";+467191205334785;359633107879822;;1107899692;00.03.65;;TELTONIKA;FMB640;;"Coche ";"18.11.2020 09:51";"Vodafone Spain->Spain";Activa;"HERMANOS SHEL 2013 SL";"NODATA (NOPOWER)";"817d 2h 30min "
28011318;Coche;IVECO;8773JFV;+467191205334786;359633107890035;;1107902578;00.03.65;;TELTONIKA;FMB640;;"Coche ";"18.11.2020 10:16";;Activa;"LOGISTICA CAMI NOU SL";NODATA;"1486d 19min "
