﻿"Dispositivo ";"Tipo de Vehículo";"Marca/ Modelo";Matrícula;Teléfono;IMEI;IMSI;"Núm. de serie ";"Firmware ";Hardware;Modelo;"Ver. modelo";"Tacho model";"Estado ";Instalado;"Operador ";"Estado Sim";CLIENTE;Monitor;"Datos perdidos"
28057942;Coche;"IVECO STRALIS";3878LFZ;+37125608732;354018116272992;;1111972872;01.00.05;;TELTONIKA;FMB640;1381.4552111003;"Coche ";"20.07.2021 11:33";"Telefónica Móviles España->Spain";Activa;RIPOTRANS;OK;"1min "
28057943;Coche;"RENAULT KERAX";4826LFK;+37126323147;352625694834126;;1113120654;01.00.05;;TELTONIKA;FMB640;1381.2050300003;"Coche ";"19.07.2021 11:42";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;-
28057944;Coche;"SCANIA R730";5655MBZ;+37125658604;352625694808930;;1113120441;01.00.05;;TELTONIKA;FMB640;900208R7.4/05R04;"Coche ";"02.11.2022 12:31";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;-
28059165;Coche;;6499LJD;+371300000025886;354018118964398;;1112627681;;;TELTONIKA;FMB020;;"Coche ";"10.07.2024 11:23";"Vodafone Spain->Spain";Activa;"GENERAL FACILITIES SL";OK;-
28059170;Coche;"FORD TRANSIT MONTORNES";4046MPN;+371300000025884;354018118955511;;1112636062;03.25.17;;TELTONIKA;FMB020;;"Coche ";"18.04.2024 15:40";"Orange Espagne S.A.U->Spain";Activa;"JOSEP MAS DEMO PRO";OK;"7min "
28059192;Coche;;9372MJX;+371300000025898;354018118970239;;1112628045;03.25.17;;TELTONIKA;FMB020;;"Coche ";"08.09.2023 15:15";"Vodafone Spain->Spain";Activa;"CRISTALERIA TAMA";OK;"1min "
28059193;Coche;;9368MJX;+371300000025908;354018118950900;;1112629167;-;;TELTONIKA;FMB020;;"Coche ";"08.09.2023 15:16";"Vodafone Spain->Spain";Activa;"CRISTALERIA TAMA";OK;"2min "
28062155;Coche;MAN;8373DVL;+37127301569;354018111468538;;1113175640;03.25.18;;TELTONIKA;FMB204;;"Coche ";"29.11.2021 10:17";;Activa;"TRANSPORTES VALODEF";"NODATA (NOPOWER)";"86d 18h 53min "
28064390;Coche;"MAN TGX";9390LFN;+37120227164;352625690759848;;1113469560;01.00.13;;TELTONIKA;FMB640;1381.2051000006;"Coche ";"14.08.2021 10:35";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;"4min "
28064391;Coche;"IVECO 420 STRALIS";4137KWX;+37128638233;352625690758600;;1113469849;01.00.13;;TELTONIKA;FMB640;1381.1552103003;"Coche ";"10.08.2021 16:53";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;-
28064400;Coche;IVECO;3043LRP;+37125584366;352625690748999;;1113471210;01.00.13;;TELTONIKA;FMB640;1381.1522113002;"Coche ";"21.07.2021 10:16";"Vodafone Spain->Spain";Activa;"RAFAEL CARDEAL SESE";OK;-
28064402;Coche;"MERCEDES ATEGO";5488KNP;+37125763859;352625690749096;;1113471214;01.00.13;;TELTONIKA;FMB640;1381.2502003001;"Coche ";"14.08.2021 08:57";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;-
28064403;Coche;FMB640;"FMB640 RIPO";+37125694590;352625690746514;;1113469368;01.00.13;;TELTONIKA;FMB640;;"Coche ";"20.10.2023 18:00";"Orange Espagne S.A.U->Spain";Activa;"JOSEP MAS DEMO PRO";NODATA;"278d 7h 17min "
28064633;Coche;"VOLVO FH";7439LBZ;+37122439961;352625694805878;;1113122579;01.00.13;;TELTONIKA;FMB640;1381.1562313003;"Coche ";"27.07.2021 11:10";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;"4min "
28064634;Coche;"IVECO 310 STRALIS";8954LDY;+37125762709;352625694805829;;1113122582;01.00.13;;TELTONIKA;FMB640;1381.1072100009;"Coche ";"11.08.2021 15:36";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;"1min "
28064635;Coche;"IVECO 310 STRALIS";8428LCM;+37125724159;352625694823574;;1113124698;01.00.13;;TELTONIKA;FMB640;;"Coche ";"06.08.2021 12:05";"Telefónica Móviles España->Spain";Activa;RIPOTRANS;OK;-
28064636;Coche;"IVECO 360 STRALIS";5441KNY;+37127855294;354018119872145;;1113121106;01.00.13;;TELTONIKA;FMB640;1381.1552103003;"Coche ";"27.07.2021 10:21";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;-
28064637;Coche;"VOLVO FM";E3054BHD;+37122040172;354018119872400;;1113121103;01.00.13;;TELTONIKA;FMB640;1381.1562313003;"Coche ";"29.07.2021 10:39";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;"1min "
28064638;Coche;"MAN TGX";1489LJX;+37125679977;354018119872327;;1113121102;01.00.13;;TELTONIKA;FMB640;1381.2051000004;"Coche ";"14.08.2021 10:39";"Telefónica Móviles España->Spain";Activa;RIPOTRANS;OK;"4min "
28064639;Coche;"IVECO 180-280";0396LMN;+37126196525;354018119869935;;1113118647;01.00.13;;TELTONIKA;FMB640;1381.1522113002;"Coche ";"30.07.2021 10:53";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;"2min "
28064640;Coche;"IVECO 450 TRAKKER";1160LMD;+37127297693;354018119870172;;1113118645;01.00.13;;TELTONIKA;FMB640;1381.1552113004;"Coche ";"10.08.2021 15:30";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;"4min "
28064642;Coche;"IVECO 190EL";3877LFZ;+37127906213;354018119870016;;1113118643;01.00.13;;TELTONIKA;FMB640;1381.1522113002;"Coche ";"27.07.2021 12:31";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;"4min "
28064643;Coche;"MAN TGX";6423LMY;+37126282759;352625690753288;;1113469457;01.00.13;;TELTONIKA;FMB640;1381.1051009002;"Coche ";"14.08.2021 09:49";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;"2min "
28064644;Coche;"IVECO 420 STRALIS";0660KFD;+37120293582;352625690732811;;1113470098;01.00.13;;TELTONIKA;FMB640;1381.1216103003;"Coche ";"30.07.2021 17:37";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;"1min "
28064646;Coche;"IVECO 180-280";6217KBW;+37126536852;352625690733058;;1113470100;01.00.13;;TELTONIKA;FMB640;1381.1076103002;"Coche ";"23.07.2021 12:02";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;"3min "
28064647;Coche;"IVECO 400 STRALIS";4361LGV;+37127331009;352625690732605;;1113470147;01.00.13;;TELTONIKA;FMB640;1381.1552113003;"Coche ";"14.08.2021 08:02";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;"2min "
28064649;Coche;"NISSAN ATLEON";4116FYB;+37127829737;352625690751589;;1113467925;01.00.13;;TELTONIKA;FMB640;1381.2214303001;"Coche ";"29.07.2021 09:51";"Telefónica Móviles España->Spain";Activa;RIPOTRANS;OK;"4min "
28064650;Coche;"IVECO 460 X-WAY";0231LLD;+37126202557;352625690728942;;1113469754;01.00.13;;TELTONIKA;FMB640;1381.1552113003;"Coche ";"14.08.2021 11:39";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;"11min "
28064651;Coche;"MAN TGS";9578LMY;+37120237545;352625690739568;;1113469756;01.00.13;;TELTONIKA;FMB640;1381.2214303001;"Coche ";"14.08.2021 12:46";"Telefónica Móviles España->Spain";Activa;RIPOTRANS;OK;"4min "
28064652;Coche;"IVECO 360 STRALIS";7805KNB;+37125763324;352625690747710;;1113469758;01.00.13;;TELTONIKA;FMB640;1381.1216103003;"Coche ";"06.08.2021 11:21";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;"1min "
28064653;Coche;"RENAULT 380 PREMIUM";2739LHK;+37128334084;352625690738149;;1113469796;01.00.13;;TELTONIKA;FMB640;1381.1052309003;"Coche ";"11.08.2021 17:46";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;"1min "
28064654;Coche;"IVECO  EUROCARGO";4258KSS;+37129389793;352625690758535;;1113469854;01.00.13;;TELTONIKA;FMB640;1381.4522101002;"Coche ";"02.08.2021 09:55";"Telefónica Móviles España->Spain";Activa;RIPOTRANS;OK;-
28064655;Coche;"MERCEDES 2851 AROCS";3718LNS;+37127331833;352625690744030;;1113470005;01.00.13;;TELTONIKA;FMB640;1381.2502033003;"Coche ";"14.08.2021 09:42";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;"5min "
28064656;Coche;"IVECO 180E28";1464FGM;+37127818013;352625690720808;;1113467924;01.00.13;;TELTONIKA;FMB640;;"Coche ";"30.07.2021 09:54";"Vodafone Spain->Spain";Activa;"JOSEP MAS DEMO PRO";NODATA;"443d 7h 51min "
28073012;Coche;"MAN TGM";0764HXK;+37129389303;352625692802067;;1114451432;01.00.13;;TELTONIKA;FMB640;900208R7.4/04R02;"Coche ";"01.02.2022 11:48";"Vodafone Spain->Spain";Activa;"BIOMAT SA";OK;"4min "
28073015;Coche;renault;6259HPW;+37126606223;352625695490506;;1114457865;01.00.13;;TELTONIKA;FMB640;1381.1052309009;"Coche ";"28.09.2021 12:03";Sonatel->Senegal;Activa;"JOSEP MAS DEMO PRO";"NODATA (NOPOWER)";"13d 3h 49min "
28073017;Coche;"IVECO STRALIS";1847KKL;+37126175759;352625695493922;;1114459384;01.00.13;;TELTONIKA;FMB640;1381.4216101002;"Coche ";"27.05.2022 09:15";"Telefónica Móviles España->Spain";Activa;SMET;OK;"3min "
28073018;Coche;MB;1056LKD;+37126691151;352625692801978;;1114451429;01.00.13;;TELTONIKA;FMB640;1381.2010009005;"Coche ";"20.04.2023 12:13";"Orange Espagne S.A.U->Spain";Activa;"JOSEP DE DIOS SANTAMARIA";OK;"2min "
28073020;Coche;"IVECO EUROCARGO";2569LTN;+37126663688;352625695494300;;1114459373;01.00.13;;TELTONIKA;FMB640;1381.1522113004;"Coche ";"03.11.2021 11:41";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;"8min "
28073022;Coche;IVECO;7865LGG;+37129178738;352625695485209;;1114456294;01.00.13;;TELTONIKA;FMB640;1381.1552113004;"Coche ";"20.10.2021 17:39";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;"2min "
28073023;Coche;"IVECO S-WAY";5793LRS;+37126691055;352625695477206;;1114458139;01.00.13;;TELTONIKA;FMB640;1381.1552113003;"Coche ";"18.08.2021 17:13";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;"1min "
28073024;Coche;"DAF 55.250";8893FNB;+37120274363;352625695484574;;1114459689;01.00.13;;TELTONIKA;FMB640;1381.7550303001;"Coche ";"14.08.2021 16:42";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;-
28073025;Coche;"IVECO S-WAY";8439LPP;+37126648460;352625695477669;;1114458176;01.00.13;;TELTONIKA;FMB640;1381.1552113003;"Coche ";"23.12.2021 17:01";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;-
28073026;Coche;"IVECO STRALIS";0595GZK;+37125727390;352625695492171;;1114458794;01.00.13;;TELTONIKA;FMB640;1381.2214303001;"Coche ";"21.03.2022 16:37";"Orange Espagne S.A.U->Spain";Activa;MISOTRANS;OK;-
28073027;Coche;"IVECO STRALIS";7843JYP;+37122494062;352625695479236;;1114458579;01.00.13;;TELTONIKA;FMB640;1381.1216103004;"Coche ";"14.08.2021 15:42";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;"1min "
28073028;Coche;"VOLVO FH";9989LKP;+37127302893;352625695488286;;1114456464;01.00.13;;TELTONIKA;FMB640;1381.7550303001;"Coche ";"28.10.2021 17:35";"Telefónica Móviles España->Spain";Activa;RIPOTRANS;OK;"3min "
28073029;Coche;"IVECO STRALIS";1075KDJ;+37122462616;352625695477743;;1114458177;01.00.13;;TELTONIKA;FMB640;1381.1216103003;"Coche ";"14.08.2021 14:38";"Telefónica Móviles España->Spain";Activa;RIPOTRANS;OK;-
28073030;Coche;"MB AROCS";3353LTG;+37122042335;352625695484657;;1114459690;01.00.13;;TELTONIKA;FMB640;1381.2502033006;"Coche ";"22.10.2021 17:58";"Orange Espagne S.A.U->Spain";Activa;"LLUIS PALOU TRESSERRAS";OK;"5min "
28073031;Coche;"IVECO 450 STRALIS";7025FSR;+37128773661;352625695484061;;1114459687;01.00.13;;TELTONIKA;FMB640;1381.2214303001;"Coche ";"14.08.2021 17:47";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;-
28073032;Coche;"VOLVO FH";2213LSX;+37125459866;352625692738246;;1114441597;01.00.13;;TELTONIKA;FMB640;1381.2012009005;"Coche ";"03.11.2021 10:31";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;-
28073033;Coche;"IVECO DAILY 7.0";0807LRB;+37128333183;352625692769100;;1114440705;01.00.13;;TELTONIKA;FMB640;1381.7550333007;"Coche ";"26.10.2021 14:07";"Orange Espagne S.A.U->Spain";Activa;ENELMO;OK;"3min "
28073034;Coche;"IVECO 180E";2544JNH;+37125496415;352625695508208;;1114460677;01.00.13;;TELTONIKA;FMB640;1381.1072109005;"Coche ";"14.08.2021 15:30";"Vodafone Spain->Spain";Activa;RIPOTRANS;OK;-
28073035;Coche;"IVECO TRAKKER";4288LKB;+37127339430;352625692807744;;1114451528;01.00.13;;TELTONIKA;FMB640;1381.1552113004;"Coche ";"14.08.2021 17:49";"Telefónica Móviles España->Spain";Activa;RIPOTRANS;OK;-
28073036;Coche;"TRACTORA MERCEDES SPRINTER";7210JWT;+37127838141;352625692734708;;1114441456;01.00.13;;TELTONIKA;FMB640;1381.0014003004;"Coche ";"07.10.2021 10:38";"Orange Espagne S.A.U->Spain";Activa;ENELMO;OK;-
28073037;Coche;"IVECO STRALIS";8805JYV;+37128688927;352625695497386;;1114449212;01.00.13;;TELTONIKA;FMB640;1381.1072100009;"Coche ";"18.03.2022 16:24";"Orange Espagne S.A.U->Spain";Activa;MISOTRANS;OK;"1min "
28073038;Coche;"VOLVO FH";4195KSS;+37122032320;352625692723677;;1114191903;01.00.13;;TELTONIKA;FMB640;1381.1562303002;"Coche ";"16.08.2021 12:01";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;"NODATA (SHIP)";"5h 56min "
28073039;Coche;"IVECO 400 STRALIS";9990JNS;+37125442785;352625692813064;;1114451247;01.00.13;;TELTONIKA;FMB640;1381.1216103004;"Coche ";"14.08.2021 14:34";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;"1min "
28073040;Coche;"IVECO STRALIS";7418LPJ;+37120221438;352625692734609;;1114441458;01.00.13;;TELTONIKA;FMB640;1381.1522113002;"Coche ";"14.08.2021 16:37";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;-
28073042;Coche;"MAN TGX";6568HBJ;+37128697756;352625692769639;;1114441073;01.00.13;;TELTONIKA;FMB640;1381.1051000011;"Coche ";"20.07.2022 11:40";"Orange Espagne S.A.U->Spain";Activa;LONGWOOD;OK;-
28073043;Coche;"MAN TGX";9762LHK;+37126138156;352625692750639;;1114443931;01.00.13;;TELTONIKA;FMB640;900208R7.6/09R08;"Coche ";"20.09.2021 14:20";"Telefónica Móviles España->Spain";Activa;"FRANCISCO MARTINEZ RODRIGUEZ";NODATA;"145d 1h 31min "
28073045;Coche;"RENAULT T";2897LGW;+37126546493;352625692784786;;1114441329;01.00.13;;TELTONIKA;FMB640;1381.1212309007;"Coche ";"05.05.2022 09:34";"Telefónica Móviles España->Spain";Activa;CAPIROAD;OK;"1min "
28073046;Coche;"MERCEDES ATEGO";5017LSJ;+37126637850;352625692797366;;1114436525;01.00.13;;TELTONIKA;FMB640;1381.1010009001;"Coche ";"06.09.2021 16:08";"Orange Espagne S.A.U->Spain";Activa;"JOSE LUIS MARTINEZ GUTIERREZ";OK;-
28073048;Coche;"IVECO S-WAY";2998MJM;+37129191082;352625692738816;;1114441771;01.00.13;;TELTONIKA;FMB640;1381.1552113009;"Coche ";"28.09.2023 16:23";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;"1min "
28073049;Coche;"SCANIA 164L";5700CWV;+37126638073;352625692805565;;1114451269;01.00.13;;TELTONIKA;FMB640;;"Coche ";"28.04.2022 15:05";"Orange Espagne S.A.U->Spain";Activa;CAPIROAD;OK;"7min "
28073050;Coche;"IVECO DAILY";7534LSV;+37125756448;352625692699760;;1114436509;01.00.13;;TELTONIKA;FMB640;1381.0532113002;"Coche ";"28.10.2021 16:14";"Telefónica Móviles España->Spain";Activa;"JOSEP MAS DEMO PRO";OK;"5min "
28073051;Coche;"IVECO DAILY 5.5";6845GMS;+37128012043;352625692757543;;1114443929;01.00.13;;TELTONIKA;FMB640;1381.0210209004;"Coche ";"19.11.2021 11:59";"Telefónica Móviles España->Spain";Activa;ENELMO;OK;"6min "
28073142;Coche;"MB ATEGO";5775LTL;+37128733736;352625692802570;;1114451541;01.00.13;;TELTONIKA;FMB640;1381.2010009005;"Coche ";"09.11.2021 10:55";"Orange Espagne S.A.U->Spain";Activa;"CARLOS MANUEL BECERRA VEGAS";OK;"2min "
28073144;Coche;"IVECO EUROCARGO";8315HXF;+37126618112;352625692801184;;1114451792;01.00.13;;TELTONIKA;FMB640;1381.1072109002;"Coche ";"23.09.2021 15:28";"Telefónica Móviles España->Spain";Activa;FRIME;OK;"4min "
28073146;Coche;VOLVO;2846LTV;+37120257199;352625692769746;;1114441071;01.00.13;;TELTONIKA;FMB640;1381.1552313015;"Coche ";"24.09.2021 09:14";"Orange Espagne S.A.U->Spain";Activa;"FERNANDO MOLINA E HIJOS SL";OK;-
28073147;Coche;"IVECO DAILY";8363LST;+37127317213;352625692783705;;1114441068;01.00.13;;TELTONIKA;FMB640;1381.0532113004;"Coche ";"16.11.2021 16:22";"Telefónica Móviles España->Spain";Activa;"FERNANDO MOLINA E HIJOS SL";OK;"1min "
28073149;Coche;"IVECO EUROCARGO";2772LMZ;+37127298759;352625692796863;;1114436510;01.00.13;;TELTONIKA;FMB640;1381.1522113002;"Coche ";"08.11.2021 17:01";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;"4min "
28073150;Coche;"IVECO X-WAY";4160MGV;+37120268538;352625695486264;;1114456399;01.00.13;;TELTONIKA;FMB640;1381.1552113009;"Coche ";"23.03.2022 11:47";"Orange Espagne S.A.U->Spain";Activa;RIPOTRANS;OK;-
28074524;Coche;"MB SPRINTER";7441JZD;+37129330480;863286024059678;8937101121602840842;;;;QUECLINK;GV65;;"Coche ";"14.07.2021 09:52";;Activa;RIPOTRANS;OK;"19min "
28074534;Coche;"CITROEN BERLINGO";2599FCY;+37127290862;863286023110407;8937101121901345279;;;;QUECLINK;GV65;;"Coche ";"14.07.2021 11:43";;Activa;RIPOTRANS;OK;"6min "
28074540;Coche;"CITROEN BERLINGO";3766FMN;+37127295460;863286023437867;8937101121602841170;;;;QUECLINK;GV65;;"Coche ";"14.07.2021 11:52";;Activa;RIPOTRANS;OK;"17min "
28074543;Coche;"CITROEN C15";0241DCB;+37126543014;863286023112874;8937101121901345295;;;;QUECLINK;GV65;;"Coche ";"14.07.2021 11:57";;Activa;RIPOTRANS;OK;"10min "
28074700;Coche;"FIAT DUCATO";2872JXL;+37125421336;863286023134399;8937101121602840560;;;;QUECLINK;GV65;;"Coche ";"15.07.2021 12:08";;Activa;RIPOTRANS;OK;"2min "
28074703;Coche;"CITROEN JUMPY";2333FHT;+37127296467;863286023419683;8937101121602841030;;;;QUECLINK;GV65;;"Coche ";"15.07.2021 11:07";;Activa;RIPOTRANS;OK;-
28074705;Coche;"GROVE GMK3055/1";E5423BFC;+37125671565;863286023130868;8937101121901345337;;;;QUECLINK;GV65;;"Coche ";"15.07.2021 12:24";;Activa;RIPOTRANS;OK;"5min "
28074706;Coche;"VOLVO FL";7494FMF;+37129360835;863286023803332;8937101121901345196;;;;QUECLINK;GV65;;"Coche ";"30.07.2021 17:54";;Activa;RIPOTRANS;"NODATA (NOPOWER)";"30d 6h 25min "
28074707;Coche;"GROVE GMK4080/1";E3104BHD;+37126480328;863286023353247;8937101121901345246;;;;QUECLINK;GV65;;"Coche ";"15.07.2021 12:00";;Activa;RIPOTRANS;OK;"6min "
28074708;Coche;"IVECO 35C13";3739JNZ;+37120287654;863286023138143;8937101121901345188;;;;QUECLINK;GV65;;"Coche ";"15.07.2021 11:01";;Activa;RIPOTRANS;OK;"12min "
28076390;Coche;"GROVE GMK3055/1";E3092BHD;+37126358252;863286023943732;8937101121901345329;;;;QUECLINK;GV65;;"Coche ";"15.07.2021 11:28";;Activa;RIPOTRANS;OK;"15min "
28076391;Coche;"GRUA LIEBEHR";3006BCG;+37125645296;863286023358766;8937101121901345345;;;;QUECLINK;GV65;;"Coche ";"15.07.2021 11:36";;Activa;RIPOTRANS;NODATA;"1h 58min "
28076508;Coche;"PEUGEOT EXPERT";8628JTY;+37125674237;863286023939466;8937101121901344132;;;;QUECLINK;GV65;;"Coche ";"16.07.2021 12:42";;Activa;TRANSGRANOLLERS;OK;-
28076509;Coche;MB;6365JZB;+37129344691;863286024049539;8937101121901344074;;;;QUECLINK;GV65;;"Coche ";"07.07.2023 15:18";;Activa;AUTOLICA;OK;"19min "
28076511;Coche;MB;3706JSD;+37127868526;863286023136923;8937101121901345238;;;;QUECLINK;GV65;;"Coche ";"07.07.2023 15:16";;Activa;AUTOLICA;OK;"7min "
28076512;Coche;"OPEL COMBO";0037JGF;+37126321565;863286023790976;8937101121901345311;;;;QUECLINK;GV65;;"Coche ";"29.07.2021 09:08";;Activa;RIPOTRANS;OK;"19min "
28076513;Coche;"IVECO 100E18";5393GWH;+37125476392;863286023131338;8937101121901344165;;;;QUECLINK;GV65;;"Coche ";"20.07.2021 12:00";;Activa;RIPOTRANS;NODATA;"1h 4min "
28076523;Coche;"IVECO 180E28";2373FRZ;+37128362927;863286023653463;8937101121901344140;;;;QUECLINK;GV65;;"Coche ";"23.07.2021 11:27";;Activa;RIPOTRANS;OK;-
28076524;Coche;"VOLVO FH";2830FKZ;+37125759485;863286023357966;8937101121901344157;;;;QUECLINK;GV65;;"Coche ";"27.07.2021 11:41";;Activa;RIPOTRANS;OK;"6min "
28077249;Coche;LIEBHERR;E8138BFG;+37125450094;863286023133284;8937101121901344124;;;;QUECLINK;GV65;;"Coche ";"21.07.2021 11:24";;Activa;RIPOTRANS;OK;"17min "
